Subject	Site	Sex	Group	Age	Date	Day	Session	trial_number	Side	chose_side	correct	Comment	same_side_as_before
Sara	uganda	f	Uganda	9	17/12/2019		2	11	l	L	1		0
Sara	uganda	f	Uganda	9	17/12/2019		2	12	r	L	0		1
Nani	uganda	f	Uganda	18	13/12/2019		1	1	r	L	0		
Nani	uganda	f	Uganda	18	13/12/2019		1	2	l	R	0		0
Nani	uganda	f	Uganda	18	13/12/2019		1	3	r	L	0		0
Nani	uganda	f	Uganda	18	13/12/2019		1	4	l	R	0		0
Nani	uganda	f	Uganda	18	13/12/2019		1	5	r	L	0		0
Nani	uganda	f	Uganda	18	13/12/2019		1	6	l	R	0		0
Nani	uganda	f	Uganda	18	13/12/2019		1	7	l	R	0		1
Nani	uganda	f	Uganda	18	13/12/2019		1	8	r	L	0		0
Nani	uganda	f	Uganda	18	13/12/2019		1	9	r	L	0		1
Nani	uganda	f	Uganda	18	13/12/2019		1	10	l	R	0		0
Nani	uganda	f	Uganda	18	13/12/2019		1	11	l	R	0		1
Nani	uganda	f	Uganda	18	13/12/2019		1	12	r	L	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	1	r	L	0		
Nani	uganda	f	Uganda	18	16/12/2019		2	2	l	R	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	3	r	L	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	4	l	R	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	5	r	L	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	6	l	R	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	7	l	R	0		1
Nani	uganda	f	Uganda	18	16/12/2019		2	8	r	L	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	9	r	L	0		1
Nani	uganda	f	Uganda	18	16/12/2019		2	10	l	R	0		0
Nani	uganda	f	Uganda	18	16/12/2019		2	11	l	L	1		0
Nani	uganda	f	Uganda	18	16/12/2019		2	12	r	L	0		1
Bili	uganda	f	Uganda	21	16/12/2019		1	1	r	L	0		
Bili	uganda	f	Uganda	21	16/12/2019		1	2	l	R	0		0
Bili	uganda	f	Uganda	21	16/12/2019		1	3	r	L	0		0
Bili	uganda	f	Uganda	21	16/12/2019		1	4	l	R	0		0
Bili	uganda	f	Uganda	21	16/12/2019		1	5	r	L	0		0
Bili	uganda	f	Uganda	21	16/12/2019		1	6	l	R	0		0
Bili	uganda	f	Uganda	21	16/12/2019		1	7	l	R	0		1
Bili	uganda	f	Uganda	21	16/12/2019		1	8	r	L	0		0
Bili	uganda	f	Uganda	21	16/12/2019		1	9	r	L	0		1
Bili	uganda	f	Uganda	21	16/12/2019		1	10	l	R	0		0
Bili	uganda	f	Uganda	21	16/12/2019		1	11	l	R	0		1
Bili	uganda	f	Uganda	21	16/12/2019		1	12	r	L	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	1	r	L	0		
Bili	uganda	f	Uganda	21	17/12/2019		2	2	l	R	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	3	r	L	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	4	l	R	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	5	r	L	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	6	l	R	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	7	l	R	0		1
Bili	uganda	f	Uganda	21	17/12/2019		2	8	r	L	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	9	r	L	0		1
Bili	uganda	f	Uganda	21	17/12/2019		2	10	l	R	0		0
Bili	uganda	f	Uganda	21	17/12/2019		2	11	l	R	0		1
Bili	uganda	f	Uganda	21	17/12/2019		2	12	r	L	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	1	r	L	0		
Yoyo	uganda	f	Uganda	20	15/12/2019		1	2	l	R	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	3	r	L	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	4	l	R	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	5	r	L	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	6	l	R	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	7	l	R	0		1
Yoyo	uganda	f	Uganda	20	15/12/2019		1	8	r	L	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	9	r	L	0		1
Yoyo	uganda	f	Uganda	20	15/12/2019		1	10	l	R	0		0
Yoyo	uganda	f	Uganda	20	15/12/2019		1	11	l	R	0		1
Yoyo	uganda	f	Uganda	20	15/12/2019		1	12	r	L	0		0
Yoyo	uganda	f	Uganda	20	17/12/2019		2	1	r	L	0		
Yoyo	uganda	f	Uganda	20	17/12/2019		2	2	l	R	0		0
Yoyo	uganda	f	Uganda	20	17/12/2019		2	3	r	R	1		1
Yoyo	uganda	f	Uganda	20	17/12/2019		2	4	l	R	0		1
Yoyo	uganda	f	Uganda	20	17/12/2019		2	5	r	R	1		1
Yoyo	uganda	f	Uganda	20	17/12/2019		2	6	l	R	0		1
Yoyo	uganda	f	Uganda	20	17/12/2019		2	7	l	R	0		1
Yoyo	uganda	f	Uganda	20	17/12/2019		2	8	r	R	1	INDECISIVE	1
Yoyo	uganda	f	Uganda	20	17/12/2019		2	9	r	R	1		1
Yoyo	uganda	f	Uganda	20	17/12/2019		2	10	l	L	1		0
Yoyo	uganda	f	Uganda	20	17/12/2019		2	11	l	R	0		0
Yoyo	uganda	f	Uganda	20	17/12/2019		2	12	r	L	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	1	r	L	0		
Mawa	uganda	m	Uganda	23	17/12/2019		1	2	l	R	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	3	r	L	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	4	l	R	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	5	r	L	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	6	l	R	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	7	l	R	0		1
Mawa	uganda	m	Uganda	23	17/12/2019		1	8	r	L	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	9	r	L	0		1
Mawa	uganda	m	Uganda	23	17/12/2019		1	10	l	R	0		0
Mawa	uganda	m	Uganda	23	17/12/2019		1	11	l	R	0		1
Mawa	uganda	m	Uganda	23	17/12/2019		1	12	r	L	0		0
Mawa	uganda	m	Uganda	23	18/12/2019		2	1	r	R	1		
Mawa	uganda	m	Uganda	23	18/12/2019		2	2	l	R	0		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	3	r	R	1		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	4	l	R	0		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	5	r	R	1		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	6	l	R	0		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	7	l	R	0		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	8	r	R	1		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	9	r	R	1		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	10	l	R	0		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	11	l	R	0		1
Mawa	uganda	m	Uganda	23	18/12/2019		2	12	r	R	1		1
