Subject	Site	Sex	Group	Age	Date	Day	Session	Condition	trial_number	Side	baited_distractor	chose_side	correct	Comment	side_changes	material_changes	chosen_distractor	SessionED
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	1	r		r	1					
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	2	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	3	l		r	0		no			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	4	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	5	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	6	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	7	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	8	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	9	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	10	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	11	r		r	1		no			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	12	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	13	l		l	1		no			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	14	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	15	r		r	1		no			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	16	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	17	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	18	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	19	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	20	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	21	l		r	0		no			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	22	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	23	r		l	0		no			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	24	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	25	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	26	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	21/11/2018	8	1	SD	27	l		l	1	"stopped to approach platform, session stopped"	no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	28	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	29	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	30	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	31	l		l	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	32	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	33	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	34	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	35	r		r	1		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	36	l		l	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	37	l		l	1		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	38	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SD	39	r		r	1		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	1	l		r	0					
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	2	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	3	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	4	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	5	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	6	l		r	0		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	7	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	8	r		l	0		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	9	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	10	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	11	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	12	l		r	0		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	13	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	14	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	15	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	16	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	17	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	18	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	19	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	20	r		r	1		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	21	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	22	l		r	0		no			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	23	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	22/11/2018	8	2	SR	24	r		l	0		no			
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	1	l	B2	r	0					
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	2	r	B1	r	1		yes	yes		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	3	l	B1	l	1		yes	no		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	4	r	B2	l	0		yes	yes		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	5	l	B1	r	0		yes	yes		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	6	r	B2	r	1		yes	yes		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	7	l	B2	l	1		yes	no		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	8	r	B1	r	1		yes	yes		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	9	l	B1	l	1		yes	no		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	10	r	B2	r	1		yes	yes		
Ajabu	kenya	f	old chimps	10	23/11/2018	9	3	CD	11	l	B2	l	1		yes	no		
Ajabu	kenya	f	old chimps	10	24/11/2018	10	4	ID	1	l	B4	l	1	did not approach platform within 5 min after this trial				
Ajabu	kenya	f	old chimps	10	25/11/2018	10	5	ID	2	l	B3	l	1		no	yes		
Ajabu	kenya	f	old chimps	10	25/11/2018	10	5	ID	3	r	B4	r	1		yes	yes		
Ajabu	kenya	f	old chimps	10	25/11/2018	10	5	ID	4	r	B3	r	1		no	yes		
Ajabu	kenya	f	old chimps	10	25/11/2018	10	5	ID	5	l	B4	l	1		yes	yes		
Ajabu	kenya	f	old chimps	10	25/11/2018	10	5	ID	6	r	B4	r	1		yes	no		
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	1	l	S7	r	0				S8	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	2	r	S8	r	1		yes	yes	S8	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	3	l	S8	r	0		yes	no	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	4	r	S7	l	0		yes	yes	S8	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	5	l	S7	l	1		yes	no	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	6	r	S8	l	0		yes	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	7	l	S8	r	0		yes	no	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	8	r	S7	r	1		yes	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	9	r	S8	r	1		no	yes	S8	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	10	l	S7	l	1		yes	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	11	l	S8	r	0		no	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	12	r	S7	r	1		yes	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	13	l	S7	l	1		yes	no	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	14	r	S8	l	0		yes	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	15	l	S8	r	0		yes	no	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	16	r	S7	r	1		yes	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	17	l	S7	l	1		yes	no	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	18	r	S7	l	0		yes	no	S8	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	19	l	S8	r	0		yes	yes	S7	1
Ajabu	kenya	f	old chimps	10	27/11/2018	11	6	ED	20	r	S8	l	0		yes	no	S7	1
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	21	l	S8	r	0		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	22	r	S7	r	1		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	23	l	S7	l	1		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	24	r	S8	l	0		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	25	r	S7	l	0		no	yes	S8	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	26	l	S8	r	0		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	27	r	S8	l	0		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	28	l	S7	l	1		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	29	r	S7	r	1		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	30	l	S8	r	0		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	31	l	S7	l	1		no	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	32	r	S8	l	0		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	33	r	S8	l	0		no	no	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	34	l	S8	r	0		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	35	r	S7	r	1		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	36	l	S7	l	1		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	37	r	S8	l	0		yes	yes	S7	2
Ajabu	kenya	f	old chimps	10	28/11/2018	12	6	ED	38	l	S8	r	0		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	30/11/2018	12	6	ED	39	l	S7	l	1	did not approach platform in 5 min; 	no	yes	S7	2
Ajabu	kenya	f	old chimps	10	30/11/2018	12	6	ED	40	r	S7	r	1		yes	no	S7	2
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	1	l		l	1					
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	2	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	3	l		l	1		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	4	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	5	l		l	1		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	6	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	7	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	8	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	9	l		r	0		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	10	r		l	0		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	11	l		l	1		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	12	r		r	1		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	13	r		r	1		no			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	14	l		l	1		yes			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	15	l		l	1		no			
Ajabu	kenya	f	old chimps	10	30/11/2018	13	7	EDSD	16	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	1	r		r	1					
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	2	l		l	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	3	l		l	1		no			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	4	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	5	l		r	0		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	6	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	7	l		r	0		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	8	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	9	l		r	0		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	10	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	11	r		r	1		no			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	12	l		r	0		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	13	l		r	0		no			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	14	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	15	r		r	1		no			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	16	l		r	0		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	17	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	18	l		r	0		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	19	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	20	l		r	0		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	21	l		r	0		no			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	22	r		r	1		yes			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	23	r		r	1		no			
Akela	kenya	f	young chimps	30	16/11/2018	8	1	SD	24	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	1	SR	34	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	1	r		r	1					
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	2	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	3	l		r	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	4	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	5	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	6	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	7	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	8	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	9	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	10	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	11	r		r	1		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	12	l		l	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	13	l		r	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	14	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	15	r		r	1		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	16	l		l	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	17	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	18	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	19	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	20	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	21	l		r	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	22	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	23	r		r	1		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	24	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	25	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	26	l		l	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	27	l		l	1		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	28	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	29	l		l	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SD	30	r		r	1		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	31	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	32	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	33	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	35	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	36	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	37	l		r	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	38	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	39	r		l	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	40	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	41	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	42	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	43	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	44	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	45	l		r	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	46	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	47	r		l	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	48	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	49	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	50	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	51	l		r	0		no			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	52	r		l	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	53	l		r	0		yes			
Akela	kenya	f	young chimps	30	17/11/2018	8	2	SR	54	r		l	0		yes			
Akela	kenya	f	young chimps	30	19/11/2018		3	ID	1	l	 B4	r	0					
Akela	kenya	f	young chimps	30	19/11/2018		3	ID	2	l	 B3	l	1		no	yes		
Akela	kenya	f	young chimps	30	19/11/2018		3	ID	3	r	 B4	r	1		yes	yes		
Akela	kenya	f	young chimps	30	19/11/2018		3	ID	4	r	 B3	r	1		no	yes		
Akela	kenya	f	young chimps	30	19/11/2018		3	ID	5	l	 B4	l	1		yes	yes		
Akela	kenya	f	young chimps	30	19/11/2018		3	ID	6	r	 B4	r	1		yes	no		
Akela	kenya	f	young chimps	30	19/11/2018		3	ID	7	r	 B3	r	1		no	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	1	l	B2	r	0					
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	2	r	B1	r	1		yes	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	3	l	B1	l	1		yes	no		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	4	r	B2	r	1		yes	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	5	l	B1	r	0		yes	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	6	l	B2	l	1		no	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	7	r	B2	r	1		yes	no		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	8	r	B1	r	1		no	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	9	l	B1	l	1		yes	no		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	10	r	B2	r	1		yes	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	11	l	B2	r	0		yes	no		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	12	r	B1	r	1		yes	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	13	r	B1	r	1		no	no		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	14	l	B1	l	1		yes	no		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	15	r	B2	r	1		yes	yes		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	16	l	B2	l	1		yes	no		
Akela	kenya	f	young chimps	30	18/11/2018		4	CD	17	r	B1	r	1		yes	yes		
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	1	l	S7	l	1				S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	2	r	S8	l	0		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	3	l	S8	l	1		yes	no	S8	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	4	r	S7	l	0		yes	yes	S8	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	5	l	S7	l	1		yes	no	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	6	r	S8	l	0		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	7	l	S8	r	0		yes	no	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	8	r	S7	r	1		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	9	r	S8	r	1		no	yes	S8	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	10	l	S7	l	1		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	11	l	S8	r	0		no	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	12	r	S7	r	1		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	13	l	S7	l	1		yes	no	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	14	r	S8	l	0		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	15	l	S8	r	0		yes	no	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	16	r	S7	r	1		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	17	l	S7	l	1		yes	no	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	18	r	S7	r	1		yes	no	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	19	l	S8	r	0		yes	yes	S7	1
Akela	kenya	f	young chimps	30	21/11/2018		6	ED	20	r	S8	l	0		yes	no	S7	1
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	21	l	S8	r	0		yes	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	22	r	S7	r	1		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	23	l	S7	l	1		yes	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	24	r	S8	l	0		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	25	r	S7	r	1		no	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	26	l	S8	r	0		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	27	r	S8	l	0		yes	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	28	l	S7	l	1		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	29	r	S7	r	1		yes	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	30	l	S8	r	0		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	31	l	S7	l	1		no	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	32	r	S8	l	0		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	33	r	S8	l	0		no	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	34	l	S8	r	0		yes	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	35	r	S7	r	1		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	36	l	S7	l	1		yes	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	37	r	S8	l	0		yes	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	38	l	S8	r	0		yes	no	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	39	l	S7	l	1		no	yes	S7	2
Akela	kenya	f	young chimps	30	22/11/2018		7	ED	40	l	S7	r	0		no	no	S8	2
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	1	l		l	1					
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	2	r		r	1		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	3	l		r	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	4	r		l	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	5	l		r	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	6	r		l	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	7	l		l	1		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	8	r		l	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	9	l		r	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	10	r		r	1		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	11	l		r	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	12	r		r	1		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	13	r		r	1		no			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	14	l		r	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	15	l		r	0		no			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	16	r		r	1		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	17	r		l	0		no			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	18	l		r	0		yes			
Akela	kenya	f	young chimps	30	23-Nov-18		8	EDSD	19	r		l	0		yes			
